,label,combined_symptoms
4414,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4415,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4416,Heart attack, vomiting  breathlessness  sweating  chest pain             
4417,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4418,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4419,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4420,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4421,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4422,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4423,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4424,Acne, skin rash  pus filled pimples  blackheads  scurring             
4425,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4426,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4427,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4428,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4429,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4430,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4431,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4432,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4433,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4434,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4435,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4436,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4437,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4438,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4439,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4440,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4441,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4442,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4443,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4444,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4445,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4446,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4447,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4448,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4449,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4450,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4451,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4452,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4453,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4454,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4455,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4456,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4457,Heart attack, vomiting  breathlessness  sweating  chest pain             
4458,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4459,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4460,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4461,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4462,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4463,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4464,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4465,Acne, skin rash  pus filled pimples  blackheads  scurring             
4466,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4467,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4468,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4469,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4470,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4471,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4472,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4473,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4474,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4475,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4476,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4477,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4478,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4479,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4480,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4481,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4482,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4483,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4484,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4485,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4486,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4487,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4488,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4489,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4490,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4491,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4492,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4493,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4494,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4495,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4496,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4497,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4498,Heart attack, vomiting  breathlessness  sweating  chest pain             
4499,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4500,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4501,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4502,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4503,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4504,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4505,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4506,Acne, skin rash  pus filled pimples  blackheads  scurring             
4507,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4508,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4509,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4510,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4511,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4512,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4513,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4514,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4515,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4516,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4517,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4518,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4519,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4520,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4521,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4522,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4523,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4524,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4525,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4526,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4527,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4528,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4529,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4530,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4531,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4532,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4533,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4534,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4535,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4536,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4537,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4538,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4539,Heart attack, vomiting  breathlessness  sweating  chest pain             
4540,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4541,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4542,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4543,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4544,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4545,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4546,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4547,Acne, skin rash  pus filled pimples  blackheads  scurring             
4548,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4549,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4550,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4551,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4552,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4553,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4554,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4555,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4556,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4557,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4558,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4559,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4560,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4561,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4562,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4563,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4564,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4565,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4566,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4567,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4568,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4569,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4570,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4571,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4572,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4573,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4574,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4575,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4576,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4577,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4578,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4579,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4580,Heart attack, vomiting  breathlessness  sweating  chest pain             
4581,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4582,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4583,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4584,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4585,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4586,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4587,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4588,Acne, skin rash  pus filled pimples  blackheads  scurring             
4589,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4590,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4591,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4592,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4593,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4594,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4595,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4596,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4597,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4598,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4599,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4600,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4601,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4602,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4603,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4604,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4605,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4606,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4607,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4608,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4609,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4610,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4611,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4612,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4613,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4614,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4615,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4616,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4617,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4618,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4619,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
4620,Dimorphic hemmorhoids(piles), constipation  pain during bowel movements  pain in anal region  bloody stool  irritation in anus            
4621,Heart attack, vomiting  breathlessness  sweating  chest pain             
4622,Varicose veins, fatigue  cramps  bruising  obesity  swollen legs  swollen blood vessels  prominent veins on calf          
4623,Hypothyroidism, fatigue  weight gain  cold hands and feets  mood swings  lethargy  dizziness  puffy face and eyes  enlarged thyroid  brittle nails  swollen extremeties  depression  irritability  abnormal menstruation    
4624,Hyperthyroidism, fatigue  mood swings  weight loss  restlessness  sweating  diarrhoea  fast heart rate  excessive hunger  muscle weakness  irritability  abnormal menstruation      
4625,Hypoglycemia, vomiting  fatigue  anxiety  sweating  headache  nausea  blurred and distorted vision  excessive hunger  drying and tingling lips  slurred speech  irritability  palpitations     
4626,Osteoarthristis, joint pain  neck pain  knee pain  hip joint pain  swelling joints  painful walking           
4627,Arthritis, muscle weakness  stiff neck  swelling joints  movement stiffness  painful walking            
4628,(vertigo) Paroymsal  Positional Vertigo, vomiting  headache  nausea  spinning movements  loss of balance  unsteadiness           
4629,Acne, skin rash  pus filled pimples  blackheads  scurring             
4630,Urinary tract infection, burning micturition  bladder discomfort  foul smell of urine  continuous feel of urine             
4631,Psoriasis, skin rash  joint pain  skin peeling  silver like dusting  small dents in nails  inflammatory nails           
4632,Impetigo, skin rash  high fever  blister  red sore around nose  yellow crust ooze            
4633,Fungal infection,itching  skin rash  nodal skin eruptions  dischromic  patches             
4634,Allergy, continuous sneezing  shivering  chills  watering from eyes             
4635,GERD, stomach pain  acidity  ulcers on tongue  vomiting  cough  chest pain           
4636,Chronic cholestasis,itching  vomiting  yellowish skin  nausea  loss of appetite  abdominal pain  yellowing of eyes          
4637,Drug Reaction,itching  skin rash  stomach pain  burning micturition  spotting  urination            
4638,Peptic ulcer diseae, vomiting  indigestion  loss of appetite  abdominal pain  passage of gases  internal itching           
4639,AIDS, muscle wasting  patches in throat  high fever  extra marital contacts             
4640,Diabetes , fatigue  weight loss  restlessness  lethargy  irregular sugar level  blurred and distorted vision  obesity  excessive hunger  increased appetite  polyuria       
4641,Gastroenteritis, vomiting  sunken eyes  dehydration  diarrhoea             
4642,Bronchial Asthma, fatigue  cough  high fever  breathlessness  family history  mucoid sputum           
4643,Hypertension , headache  chest pain  dizziness  loss of balance  lack of concentration            
4644,Migraine, acidity  indigestion  headache  blurred and distorted vision  excessive hunger  stiff neck  depression  irritability  visual disturbances        
4645,Cervical spondylosis, back pain  weakness in limbs  neck pain  dizziness  loss of balance            
4646,Paralysis (brain hemorrhage), vomiting  headache  weakness of one body side  altered sensorium             
4647,Jaundice,itching  vomiting  fatigue  weight loss  high fever  yellowish skin  dark urine  abdominal pain         
4648,Malaria, chills  vomiting  high fever  sweating  headache  nausea  diarrhoea  muscle pain         
4649,Chicken pox,itching  skin rash  fatigue  lethargy  high fever  headache  loss of appetite  mild fever  swelled lymph nodes  malaise  red spots over body      
4650,Dengue, skin rash  chills  joint pain  vomiting  fatigue  high fever  headache  nausea  loss of appetite  pain behind the eyes  back pain  malaise  muscle pain  red spots over body   
4651,Typhoid, chills  vomiting  fatigue  high fever  headache  nausea  constipation  abdominal pain  diarrhoea  toxic look (typhos)  belly pain      
4652,hepatitis A, joint pain  vomiting  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  diarrhoea  mild fever  yellowing of eyes  muscle pain      
4653,Hepatitis B,itching  fatigue  lethargy  yellowish skin  dark urine  loss of appetite  abdominal pain  yellow urine  yellowing of eyes  malaise  receiving blood transfusion  receiving unsterile injections     
4654,Hepatitis C, fatigue  yellowish skin  nausea  loss of appetite  yellowing of eyes  family history           
4655,Hepatitis D, joint pain  vomiting  fatigue  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes        
4656,Hepatitis E, joint pain  vomiting  fatigue  high fever  yellowish skin  dark urine  nausea  loss of appetite  abdominal pain  yellowing of eyes  acute liver failure  coma  stomach bleeding    
4657,Alcoholic hepatitis, vomiting  yellowish skin  abdominal pain  swelling of stomach  distention of abdomen  history of alcohol consumption  fluid overload          
4658,Tuberculosis, chills  vomiting  fatigue  weight loss  cough  high fever  breathlessness  sweating  loss of appetite  mild fever  yellowing of eyes  swelled lymph nodes  malaise  phlegm  chest pain  blood in sputum 
4659,Common Cold, continuous sneezing  chills  fatigue  cough  high fever  headache  swelled lymph nodes  malaise  phlegm  throat irritation  redness of eyes  sinus pressure  runny nose  congestion  chest pain  loss of smell  muscle pain
4660,Pneumonia, chills  fatigue  cough  high fever  breathlessness  sweating  malaise  phlegm  chest pain  fast heart rate  rusty sputum      
